Inv_NUM,Country,Date,Denomination,Type,grading_serv,MINTAGE,SERIAL_NUM,Grade,INFO_KM,Price,Metal Compositiom,Status,DateEntered,catagory
12187,US,1917-S,5›,Buffalo,,,,Good,,$22.00,,Available,1912,
11479,US,1936,5›,Buffalo,,,,MS-63,,$38.00,,Available,1710,
11481,US,1953,50›,Franklin,,,,pf 64,,$104.00,,Available,1711,
12189,US,1905-S,25›,Barber,,,,Good,,$27.00,,Available,1912,
11482,US,1954,50›,Franklin,,,,PF 65,,$49.00,,Available,1711,
11483,US,1915-S,5›,Buffalo,,,,VG,,$44.00,,Available,1711,
11484,US,1914-D,5›,Buffalo,,,,Good,,$75.00,,Available,1711,
11485,US,1921-S,5›,Buffalo,,,,Good,,$50.00,,Available,1711,
11486,US,1917-D,5›,Buffalo,,,,VF,,$65.00,,Available,1711,
11490,US,1889,$1,Morgan Dollar,,,,MS-63,,$58.00,,Available,1711,
11491,US,1881-S,$1,Morgan Dollar,,,,MS-63,,$58.00,,Available,1711,
11492,US,1945,50›,Walking Liberty,,,,AU,,$20.00,,Available,1711,
11493,US,1937,50›,Walking Liberty,,,,AU,,$21.00,,Available,1711,
11494,US,1845,10›,Liberty Seated,,,,Fine,,$25.00,,Available,1711,
11495,US,1927-S,25›,STANDING Liberty,,,,Good,,$44.00,,Available,1711,
11496,US,1886  TY 1,1›,Indian Cent,,,,Fine,,$20.00,,Available,1711,
11497,US,1921,25›,STANDING Liberty,,,,Fine,,$330.00,,Available,1711,
11498,US,1918-D,25›,STANDING Liberty,,,,VG+,,$40.00,,Available,1711,
11499,US,1917  TY 1,25›,STANDING Liberty,,,,Fine,,$55.00,,Available,1711,
13765,US,1852,1›,Braided Hair,,,,VF,,$40.00,,Available,2402,
13766,US,1918-S,25›,Standing Liberty,,,,XF,,$85.00,,Available,2402,
13767,US,1899,50›,Barber,,,,VG,,$22.00,,Available,2402,
13771,US,1878-S,$1,Morgan,,,,MS-62 PL,,$135.00,,Available,2402,
13772,US,1878-S,$1,Morgan,,,,MS-62 PL,,$135.00,,Available,2402,
13773,US,1896,$1,Morgan,,,,AU-58+,,$55.00,,Available,2402,
13774,US,1896,$1,Morgan,,,,AU-58+,,$55.00,,Available,2402,
13796,US,1926-S,1›,Lincoln,,,,VF,,$14.00,,Available,2404,
13797,US,1931-D,1›,Lincoln,,,,XF,,$16.00,,Available,2404,
13798,US,1930-S,1›,Lincoln,,,,Unc,,$8.00,,Available,2404,
13799,US,1933-D,1›,Lincoln,,,,AU58,,$19.00,,Available,2404,
13800,US,1858-O,50›,Seated Liberty,,,,Good,,$40.00,,Available,2404,
13801,US,1909,50›,Barber,,,,Fine,,$48.00,,Available,2404,
13802,US,1896-S,50›,Barber,,,,Good,,$93.00,,Available,2404,
13803,US,1914-S,50›,Barber,,,,VG+,,$30.00,,Available,2404,
13805,US,1904-S,50›,Barber,,,,Good,,$55.00,,Available,2404,
13806,US,1883-O,$1,Morgan,,,,MS-63,,$81.00,,Available,2404,
13807,US,1885-O,$1,Morgan,,,,MS-63,,$75.00,,Available,2404,
13809,US,1932-S,25›,Washington,,,,Good,,$55.00,,Available,2404,
13810,US,1924-D,1›,Lincoln,,,,VG,,$30.00,,Available,2404,
13811,US,1806 Sm 6 No Stars,1/2›,Draped Bust,,,,VG,,$100.00,,Available,2404,
13812,US,1817 13 Stars,1›,Coronet,,,,VG,,$40.00,,Available,2404,
13814,US,1838,1›,Braided Hair,,,,VF,,$66.00,,Available,2404,
13815,US,1857,1›,Flying Eagle,,,,VF,,$64.00,,Available,2404,
13816,US,1858 SL,1›,Flying Eagle,,,,VF,,$83.00,,Available,2404,
13839,US,1872,5›,Half Dime,,,,VF,,$10.00,,Available,2301,
13840,US,1875-S,20›,TWENTY Cents,,,,Fine,,$165.00,,Available,1507,
13841,US,1926-S,5›,Buffalo,,,,VG,,$44.00,,Available,0911,
13842,US,1909-S,10›,Barber,,,,VG,,$30.00,,Available,1204,
13843,US,1910-S,1›,Lincoln,,,,VF,,$22.00,,Available,2401,
13844,US,1950-D,5›,Jefferson,,,,MS-65,,$25.00,,Available,1204,
13845,US,1907-D,10›,Barber,,,,VF,,$25.00,,Available,1003,
13846,US,1950-S,10›,Roosevelt,,,,MS-65,,$55.00,,Available,2404,
13851,US,1949-D,50›,Franklin,,,,Unc,,$41.00,,Available,2404,
13855,US,1889-S,$1,Morgan,,,,AU,,$132.00,,Available,2404,
13856,US,1890-S,$1,Morgan,,,,AU55,,$65.00,,Available,2404,
13857,US,1897-O,25›,Barber,,,,Good,,$38.00,,Available,2404,
13859,US,1931-S,1›,Lincoln,,,,AU,,$110.00,,Available,2404,
13860,US,1892,1›,Indian,,,,AU,,$22.00,,Available,2404,
13861,US,1917,50›,Walking Liberty,,,,VG,,$14.00,,Available,2404,
13862,US,1921-S,1›,Lincoln,,,,XF,,$30.00,,Available,2404,
13863,US,1857,1›,Flying Eagle,,,,VF,,$63.00,,Available,2404,
13864,US,1929-S,50›,Walking Liberty,,,,Fine,,$24.00,,Available,2404,
13865,US,1883,5›,Liberty,,,,AU58,,$33.00,,Available,2404,
13866,US,1898-O,25›,Barber,,,,VG,,$27.00,,Available,2404,
13867,US,1864,1›,Indian,,,,VG,,$20.00,,Available,2404,
13868,US,1897-S,$1,Morgan,,,,AU55,,$55.00,,Available,2404,
13869,US,1896,$1,Morgan,,,,AU58,,$55.00,,Available,2404,
13870,US,1904-O,$1,Morgan,,,,MS63,,$75.00,,Available,2404,
13872,US,1899-O,$1,Morgan,,,,MS63,,$70.00,,Available,2404,
13874,US,1898-O,$1,Morgan,,,,MS63,,$85.00,,Available,2404,
13876,US,1892,$1,Morgan,,,,AU,,$145.00,,Available,2404,
13878,US,1891-S,$1,Morgan,,,,AU55,,$75.00,,Available,2405,
13882,US,1879-S,$1,Morgan,,,,MS-65,,$176.00,,Available,2404,
13884,US,1890-S,$1,Morgan,,,,AU55,,$60.00,,Available,2405,
13885,US,1882-S,$1,Morgan,,,,MS64,,$85.00,,Available,2405,
13886,US,1883,$1,Morgan,,,,Unc,,$57.00,,Available,2405,
13887,US,1883-CC,$1,Morgan,,,,MS64,,$275.00,,Available,2404,
13889,US,1883-O,$1,Morgan,,,,MS63,,$79.00,,Available,2404,
13890,US,1881-S,$1,Morgan,,,,MS63,,$68.00,,Available,2405,
13892,US,1880-S,$1,Morgan,,,,MS63,,$68.00,,Available,2405,
13894,US,1890,$1,Morgan,,,,MS64,,$120.00,,Available,2405,
13896,US,1885-O,$1,Morgan,,,,MS63,,$73.00,,Available,2405,
13897,US,1872,1›,Indian,,,,XF,,$400.00,,Available,2405,
13898,US,1909-S,1›,Lincoln,,,,Fine,,$90.00,,Available,2405,
13899,US,1916-S,1›,Lincoln,,,,AU,,$41.00,,Available,2405,
13900,US,1909-S,1›,Lincoln,,,,Fine,,$90.00,,Available,2405,
13902,US,1931-S,1›,Lincoln,,,,Fine Details Scratches,,$55.00,,Available,2405,
13903,US,1914-S,1›,Lincoln,,,,VF,,$25.00,,Available,2405,
13904,US,1914-D,1›,Lincoln,,,,VF,,$305.00,,Available,2405,
13905,US,1915-S,1›,Lincoln,,,,XF,,$66.00,,Available,2405,
13906,US,1913-S,1›,Lincoln,,,,XF,,$48.00,,Available,2405,
13907,US,1911-S,1›,Lincoln,,,,VF,,$44.00,,Available,2405,
13908,US,1909-S,1›,Lincoln,,,,Good,,$66.00,,Available,2405,
13909,US,1913-S,1›,Lincoln,,,,VF,,$22.00,,Available,2405,
13910,US,1924-D,1›,Lincoln,,,,Good,,$25.00,,Available,2405,
13911,US,1909-S VDB,1›,Lincoln,,,,Fine,,$880.00,,Available,2405,
13912,US,1949-S,50›,Franklin,,,,MS-63,,$66.00,,Available,2405,
13913,US,1917,50›,Walking Liberty,,,,Fine+,,$18.00,,Available,2405,
13915,US,1929-S,50›,Walking Liberty,,,,VG+,,$20.00,,Available,2405,
13916,US,1928-S,50›,Walking Liberty,,,,VG,,$18.00,,Available,2405,
13917,US,1938,50›,Walking Liberty,,,,AU,,$33.00,,Available,2405,
13918,US,1936,50›,Walking Liberty,,,,XF,,$18.00,,Available,2405,
13920,US,1917-S,50›,Walking Liberty,,,,Fine,,$36.00,,Available,2405,
13921,US,1807,50›,Drapped Bust,,,,VF+,,$860.00,,Available,2405,
13922,US,1829 SL,50›,Bust,,,,VG,,$70.00,,Available,2405,
13924,US,1918,50›,Walking Liberty,,,,Fine,,$24.00,,Available,2405,
13925,US,1941,50›,Walking Liberty,,,,AU-58,,$24.00,,Available,2405,
13926,US,1917-D,50›,Walking Liberty,,,,Fine,,$49.00,,Available,2405,
11514,US,1939 REV 1837,5›,JEFFERSON,,,,PROOF,,$40.00,,Available,1801,
11515,US,1942,5›,JEFFERSON,,,,PROOF,,$30.00,,Available,1801,
11516,US,1940,5›,JEFFERSON,,,,PROOF,,$33.00,,Available,1801,
11517,US,1939-S,5›,JEFFERSON,,,,MS-63,,$22.00,,Available,1801,
13927,US,1917-S,50›,Walking Liberty,,,,Fine,,$36.00,,Available,2405,
11543,US,1909,1›,Indian Cent,,,,AU,,$26.00,,Available,1801,
11544,US,1917-S  REV,50›,Walking Liberty,,,,Good,,$23.00,,Available,1801,
13929,US,1851,1›,Braided Hair,,,,XF,,$50.00,,Available,2405,
13930,US,1853,1›,Braided Hair,,,,VF,,$33.00,,Available,2405,
13931,US,1855 Upright 55,1›,Braided Hair,,,,XF,,$50.00,,Available,2405,
13932,US,1851,1›,Braided Hair,,,,Unc,,$175.00,,Available,2405,
13934,US,1834 SM Date,50›,Bust,,,,Good,,$55.00,,Available,2405,
13936,US,1865,3›,Three Cent Nickel,,,,VF,,$23.00,,Available,2405,
13937,US,1883,5›,Shield Nickel,,,,AU,,$93.00,,Available,2405,
13940,US,1875-S,20›,Twenty Cent,,,,VG,,$125.00,,Available,2405,
13941,US,1875-S,20›,Twenty Cent,,,,Unc Cleaned,,$675.00,,Available,2405,
13942,US,1832,10›,Bust Dime,,,,Good,,$33.00,,Available,2405,
13943,US,1853 W/Arrows,10›,Seated Liberty,,,,XF,,$71.00,,Available,2405,
13945,US,1856-O,50›,Seated Liberty,,,,Good,,$44.00,,Available,2405,
13947,US,1900-S,10›,Barber Dime,,,,Unc,,$165.00,,Available,2405,
13948,US,1905-S,10›,Barber Quarter,,,,VG,,$33.00,,Available,2405,
13950,US,1915-S,50›,Panama-Pacific Expo,,,,AU,,$400.00,,Available,2405,
13951,US,1853 W/Arrows,10›,Seated Liberty,,,,VF,,$30.00,,Available,2405,
13954,US,1907-O,50›,Barber,,,,VG,,$29.00,,Available,2405,
13955,US,1888,$1,Morgan,,,,Unc,,$55.00,,Available,2405,
13957,US,1887,$1,Morgan,,,,MS-63,,$73.00,,Available,2405,
13958,US,1878 Rev 79',$1,Morgan,,,,MS-63 PL,,$380.00,,Available,2405,
13961,US,1932-S,25›,Washington,,,,Fine,,$77.00,,Available,2405,
13962,US,1932-S,25›,Washington,,,,XF+,,$102.00,,Available,2405,
13963,US,1878 7/8 Strong,$1,Morgan,,,,MS-63,,$490.00,,Available,2405,
13964,US,1878 8TF,$1,Morgan,,,,MS-63,,$490.00,,Available,2405,
13966,US,1896-S,$1,Morgan,,,,VF+,,$200.00,,Available,2405,
13967,US,1889-O,$1,Morgan,,,,XF+,,$60.00,,Available,2405,
13968,US,1916-D,5›,Buffalo,,,,VG,,$20.00,,Available,2405,
13969,US,1914-S,5›,Buffalo,,,,VG,,$30.00,,Available,2405,
13970,US,1936-S,5›,Buffalo,,,,Unc,,$28.00,,Available,2405,
13972,US,1919-D,10›,Mercury,,,,AU,,$99.00,,Available,2405,
14014,US,1928-S,5o›,Walking Liberty,,,,Fine Cleaned,,$26.00,,Available,2405,
14036,US,1865,2›,Two Cent,,,,Fine+,,$20.00,,Available,2406,
14037,US,1832,10›,Bust,,,,Fine,,$68.00,,Available,2406,
14039,US,1880-S,$1,Morgan,,,,MS-63,,$68.00,,Available,2406,
14083,US,1914-S,1›,Lincoln,,,,XF,,$74.00,,Available,2406,
14084,US,1909,1›,Indian,,,,XF,,$20.00,,Available,2406,
14085,US,1956,50›,Franklin,,,,MS-65 Full Bell lines,,$42.00,,Available,2406,
14086,US,1885-O,$1,Morgan,,,,MS-63,,$77.00,,Available,2406,
14087,US,1898-O,$1,Morgan,,,,MS-65,,$170.00,,Available,2307,
14088,US,1884-O,$1,Morgan,,,,MS-65,,$170.00,,Available,2406,
14089,US,1875,1›,Indian,,,,Good,,$20.00,,Available,2406,
14090,US,1915-S,1›,Lincoln,,,,XF,,$66.00,,Available,2406,
14093,US,1925,1,Peace,,,,MS-65,,$115.00,,Available,2407,
14094,US,1923,$1,Peace,,,,MS-64,,$69.00,,Available,2407,
14095,US,1935,$1,Peace,,,,MS-63,,$209.00,,Available,2407,
14096,US,1900-O,$1,Morgan,,,,MS-63,35,$0.00,,Available,2407,
14097,US,1885,$1,Morgan,,,,MS-63,,$74.00,,Available,2407,
14098,US,1899-O,$1,Morgan,,,,MS-62,,$62.00,,Available,2407,
14099,US,1884-O,$1,Morgan,,,,MS-64,,$81.00,,Available,2407,
14100,US,1882,$1,Morgan,,,,MS-63,,$89.00,,Available,2407,
14101,US,1880-S,$1,Morgan,,,,MS-62,,$62.00,,Available,2407,
14102,US,1921,$1,Morgan,,,,MS-64,,$55.00,,Available,2407,
14103,US,1921,$1,Morgan,,,,MS-63,,$41.00,,Available,2407,
14105,US,1922-D,1›,Lincoln,,,,VF,,$24.00,,Available,2407,
14106,US,1916-S,1›,Lincoln,,,,XF,,$24.00,,Available,2407,
14107,US,1888,5›,Liberty Nickel,,,,XF,,$148.00,,Available,2407,
14108,US,1888,5›,Liberty Nickel,,,,AU,,$46.00,,Available,2407,
14109,US,1926-D,1›,Lincoln,,,,XF,,$14.00,,Available,2407,
14110,US,1931-D,1›,Lincoln,,,,AU,,$20.00,,Available,2407,
14112,US,1933,1›,Lincoln,,,,AU-58,,$12.00,,Available,2407,
14113,US,1913-S,1›,Lincoln,,,,VF,,$5.00,,Available,2407,
14114,US,1924-S,1›,Lincoln,,,,VF,,$22.00,,Available,2407,
14115,US,1878,$1,Morgan,,,,AU58,,$126.00,,Available,2407,
14116,US,1929-S,$1,Peace,,,,Unc,,$99.00,,Available,2407,
14117,US,1938-D,10›,Mercury,,,,Unc,,$20.00,,Available,2407,
14119,US,1878-S,$1,Morgan,,,,MS-62,,$88.00,,Available,2407,
14120,US,1878-S,$1,Morgan,,,,MS-63,,$143.00,,Available,2407,
14121,US,1831,50›,Bust Half,,,,Fine,,$80.00,,Available,2407,
14122,US,1949-S,10›,Roosevelt,,,,MS-63,,$45.00,,Available,2407,
14123,US,1851,1›,Braided Hair,,,,VF,,$35.00,,Available,2407,
14125,US,1834,10›,Bust Dime,,,,Very Good,,$50.00,,Available,2407,
14127,US,1835,50›,Bust Half,,,,Fine,,$80.00,,Available,2407,
14128,US,1922-D,1›,Lincoln,,,,AU,,$60.00,,Available,2407,
14129,US,1953-S,50›,Franklin,,,,MS-64,,$30.00,,Available,2407,
14130,US,1949,50›,Franklin,,,,MS-63,,$33.00,,Available,2407,
14131,US,1853,3›,Franklin,,,,Good,,$38.00,,Available,2407,
14133,US,1858,5›,Half Dime,,,,VG,,$30.00,,Available,2407,
14154,US,1942-D,50›,Walking Liberty,,,,AU58,,$26.00,,Available,2407,
14155,US,1928-S,50›,Walking Liberty,,,,VF,,$88.00,,Available,2407,
14156,US,1928-S,50›,Walking Liberty,,,,VF,,$88.00,,Available,2407,
14157,US,1927-S,50›,Walking Liberty,,,,Fine,,$24.00,,Available,2407,
14158,US,1923-S,50›,Walking Liberty,,,,G,,$18.00,,Available,2407,
14159,US,1919-S,50›,Walking Liberty,,,,VG,,$33.00,,Available,2407,
14160,US,1918-D,50›,Walking Liberty,,,,Good,,$22.00,,Available,2407,
14161,US,1929-S,50›,Walking Liberty,,,,VF,,$36.00,,Available,2407,
14162,US,1946-D,50›,Walking Liberty,,,,MS-63,,$52.00,,Available,2407,
14163,US,1946-S,50›,Walking Liberty,,,,AU,,$33.00,,Available,2407,
14164,US,1934-S,50›,Walking Liberty,,,,AU,,$82.00,,Available,2407,
14165,US,1933-S,50›,Walking Liberty,,,,XF,,$81.00,,Available,2407,
14166,US,1953-S,50›,Franklin Half,,,,MS-63,,$27.00,,Available,2407,
14167,US,1908-D,10›,Barber Dime,,,,VF+,,$20.00,,Available,2407,
14169,US,1912-S,1›,Lincoln Cent,,,,AU,,$33.00,,Available,2407,
14170,US,1924-D,1›,Lincoln Cent,,,,Good,,$24.00,,Available,2407,
14171,US,1931-S,1›,Lincoln Cent,,,,VF,,$77.00,,Available,2407,
14172,US,1910-S,1›,Lincoln Cent,,,,VF,,$22.00,,Available,2407,
14173,US,1914-S,1›,Lincoln Cent,,,,VF,,$25.00,,Available,2407,
14174,US,1915-S,1›,Lincoln Cent,,,,Fine,,$21.00,,Available,2407,
14175,US,1921-S,1›,Lincoln Cent,,,,XF - Planchet peel Rev,,$33.00,,Available,2407,
14176,US,1896-O,50›,Barber,,,,Good,,$42.00,,Available,2408,
14177,US,1936-D,5›,Buffalo,,,,Unc,,$33.00,,Available,2408,
14181,US,1814,10›,Bust,,,,,StatesofAmerica,$330.00,,Available,2408,
14182,US,1881-S,$1,Morgan,,,,MS-65,,$170.00,,Available,2408,
14183,US,1915-S,1›,Lincoln,,,,Fine,,$20.00,,Available,2408,
14184,US,1915-S,1›,Lincoln,,,,Fine,,$21.00,,Available,2408,
14185,US,1927-S,1›,Lincoln,,,,XF,,$20.00,,Available,2408,
14186,US,1926-S,1›,Lincoln,,,,XF,,$33.00,,Available,2408,
14187,US,1911-S,1›,Lincoln,,,,XF,,$60.00,,Available,2408,
14188,US,1922-D,1›,Lincoln,,,,VF+,,$24.00,,Available,2408,
14189,US,1912-S,1›,Lincoln,,,,Fine,,$19.00,,Available,2408,
14190,US,1912-D,1›,Lincoln,,,,VF,,$26.00,,Available,2408,
14191,US,1857,1›,Flying Eagle,,,,Fine,,$44.00,,Available,2408,
14192,US,1841-O,10›,Seated Liberty,,,,VF,,$72.00,,Available,2408,
14193,US,1917,25›,Standing Liberty,,,,VF+,,$82.00,,Available,2408,
14194,US,1917-S Obv,50›,Walking Liberty,,,,VG,,$49.00,,Available,2408,
14195,US,1912,5›,Liberty Nickel,,,,AU,,$46.00,,Available,2408,
14196,US,1915-S,1›,Lincoln,,,,VG,,$22.00,,Available,2408,
14197,US,1924-S,5›,Buffalo,,,,VF,,$200.00,,Available,2408,
14199,US,1948-S,25›,Washington,,,,MS-65,,$36.00,,Available,2408,
14200,US,1947,25›,Washington,,,,MS-65,,$41.00,,Available,2408,
14201,US,1945-D,25›,Washington,,,,MS-64,,$25.00,,Available,2408,
14202,US,1944-S,25›,Washington,,,,MS-66,,$49.00,,Available,2408,
14203,US,1944,25›,Washington,,,,MS-65,,$24.00,,Available,2408,
14204,US,1941-S,25›,Washington,,,,MS-64,,$44.00,,Available,2408,
14205,US,1849 Open Wreath,$1,Liberty,,,,AU+,,$400.00,,Available,2408,
14206,US,1825,1›,Classic Head,,,,AG,,$30.00,,Available,2408,
14207,US,1825,1›,Classic Head,,,,VG,,$66.00,,Available,2408,
14208,US,1826,1›,Classic Head,,,,Fine,,$110.00,,Available,2408,
14209,US,1823 3/2,1›,Classic Head,,,,VF,,$880.00,,Available,2408,
14251,US,1931-S,1›,Lincoln,,,,VF,,$77.00,,Available,2409,
14252,US,1936,5›,Buffalo,,,,Unc,,$20.00,,Available,2409,
14253,US,1919,50›,Walking Liberty,,,,VG,,$44.00,,Available,2409,
14254,US,1933-S,50›,Walking Liberty,,,,VF,,$31.00,,Available,2409,
14277,US,1954-D,50›,Franklin,,,,MS-63,,$19.00,,Available,2409,
14278,US,1918-D,50›,Walking Liberty,,,,VG,,$28.00,,Available,2409,
14279,US,1927-S,50›,Walking Liberty,,,,Fine,,$24.00,,Available,2409,
14280,US,1923-S,50›,Walking Liberty,,,,VG,,$27.00,,Available,2409,
14281,US,1917-S Rev,50›,Walking Liberty,,,,Good,,$18.00,,Available,2409,
14282,US,1918,50›,Walking Liberty,,,,Fine,,$24.00,,Available,2409,
14283,US,1920-D,50›,Walking Liberty,,,,VG,,$33.00,,Available,2409,
14284,US,1917,50›,Walking Liberty,,,,Fine,,$18.00,,Available,2409,
14285,US,1933-S,50›,Walking Liberty,,,,VF,,$31.00,,Available,2409,
14286,US,1912,50›,Barber,,,,VG,,$24.00,,Available,2409,
14287,US,1921,10›,Mercury,,,,Good,,$44.00,,Available,2409,
14288,US,1919-S,10›,Mercury,,,,XF,,$35.00,,Available,2409,
14289,US,1803 SM Date,1›,Draped Bust,,,,VG corroded,,$60.00,,Available,2409,
14290,US,1814,1›,Classic Head,,,,VG,,$220.00,,Available,2409,
14291,US,1822,1›,Coronet Head,,,,Good,,$27.00,,Available,2409,
14292,US,1926-S,10›,Mercury,,,,Fine,,$71.00,,Available,2409,
14293,US,1926-S,10›,Mercury,,,,VF,,$71.00,,Available,2409,
14294,US,1926-S,10›,Mercury,,,,VF,,$71.00,,Available,2409,
14295,US,1926-S,10›,Mercury,,,,VF,,$71.00,,Available,2409,
14297,US,1919-S,10›,Mercury,,,,VF,,$18.00,,Available,2409,
14298,US,1919-D,10›,Mercury,,,,XF,,$49.00,,Available,2409,
14300,US,1921,10›,Mercury,,,,Good,,$44.00,,Available,2409,
14301,US,1921-D,10›,Mercury,,,,Good,,$55.00,,Available,2409,
14302,US,1926-S,10›,Mercury,,,,VF,,$71.00,,Available,2409,
14303,US,1929-S,10›,Mercury,,,,AU-58,,$22.00,,Available,2409,
14304,US,1929-S,10›,Mercury,,,,XF,,$26.00,,Available,2409,
14305,US,1917-D Type I,25›,Standing Liberty,,,,VF,,$99.00,,Available,2409,
14306,US,1920,25›,Standing Liberty,,,,VF,,$31.00,,Available,2409,
14308,US,1923,25›,Standing Liberty,,,,XF,,$46.00,,Available,2409,
14309,US,1927-S,25›,Standing Liberty,,,,Fine+,,$127.00,,Available,2409,
14310,US,1926-D,25›,Standing Liberty,,,,Fine,,$22.00,,Available,2409,
14311,US,1928-S,25›,Standing Liberty,,,,XF,,$33.00,,Available,2409,
14312,US,1930-S,25›,Standing Liberty,,,,MS-63,,$235.00,,Available,2409,
14313,US,1928-D,25›,Standing Liberty,,,,VF,,$14.00,,Available,2409,
14314,US,1913-S Type I,5›,Buffalo,,,,AU-58,,$115.00,,Available,2409,
14316,US,1913-D Type I,5›,Buffalo,,,,AU-58,,$66.00,,Available,2409,
14317,US,1917-S,5›,Buffalo,,,,VF,,$110.00,,Available,2409,
14318,US,1914-S,5›,Buffalo,,,,Fine,,$36.00,,Available,2409,
14319,US,1915,5›,Buffalo,,,,XF,,$20.00,,Available,2409,
14320,US,1915-S,5›,Buffalo,,,,Good,,$33.00,,Available,2409,
14321,US,1916,5›,Buffalo,,,,AU-58,,$35.00,,Available,2409,
14322,US,1916-D,5›,Buffalo,,,,XF,,$66.00,,Available,2409,
14323,US,1915-D,5›,Buffalo,,,,Good,,$17.00,,Available,2409,
14324,US,1917-D,5›,Buffalo,,,,Fine,,$41.00,,Available,2409,
14325,US,1918,5›,Buffalo,,,,VF,,$7.00,,Available,2409,
14326,US,1918-D,5›,Buffalo,,,,VG,,$29.00,,Available,2409,
14327,US,1919,5›,Buffalo,,,,AU58,,$37.00,,Available,2409,
14328,US,1913 Type I,5›,Buffalo,,,,AU,,$20.00,,Available,2409,
14329,US,1913 Type II,5›,Buffalo,,,,XF,,$20.00,,Available,2409,
14330,US,1920-S,5›,Buffalo,,,,Fine,,$18.00,,Available,2409,
14331,US,1923-S,5›,Buffalo,,,,Fine,,$81.00,,Available,2409,
14332,US,1921,5›,Buffalo,,,,Fine,,$6.00,,Available,2409,
14335,US,1926-S,5›,Buffalo,,,,VG,,$44.00,,Available,2409,
14336,US,1926,5›,Buffalo,,,,XF,,$12.00,,Available,2409,
14337,US,1925-S,5›,Buffalo,,,,Fine,,$17.00,,Available,2409,
14338,US,1927-S,5›,Buffalo,,,,VF,,$33.00,,Available,2409,
14339,US,1926-D,5›,Buffalo,,,,Fine,,$24.00,,Available,2409,
14340,US,1931-S,5›,Buffalo,,,,XF,,$28.00,,Available,2409,
14341,US,1925-D,5›,Buffalo,,,,Fine,,$35.00,,Available,2409,
14343,US,1914-D,5›,Buffalo,,,,Fine,,$98.00,,Available,2410,
14344,US,1938-D,5›,Buffalo,,,,MS65,,$59.00,,Available,2410,
14345,US,1883 NC,5›,Liberty Nickel,,,,XF,,$46.00,,Available,2410,
14346,US,1932-D,25›,Washington,,,,Very Good,,$77.00,,Available,2410,
14347,US,1909-S,1›,Lincoln,,,,VF+,,$120.00,,Available,2410,
14348,US,1857,1›,Flying Eagle,,,,Fine,,$44.00,,Available,2410,
14370,US,1876-CC,10›,Seated Liberty,,,,VF,,$69.00,,Available,2410,
14371,US,1887,10›,Seated Liberty,,,,XF,,$27.00,,Available,2410,
14372,US,1876-CC,10›,Seated Liberty,,,,VF,,$69.00,,Available,2410,
14373,US,1876-CC,10›,Seated Liberty,,,,VG Cleaned,,$36.00,,Available,2410,
14374,US,1845,10›,Seated Liberty,,,,Fine Cleaned,,$18.00,,Available,2410,
14375,US,1854,10›,Seated Liberty,,,,VG Cleaned,,$15.00,,Available,2410,
14376,US,1854,10›,Seated Liberty,,,,Fine Cleaned,,$17.00,,Available,2410,
14378,US,1946-S,50›,Walking Liberty,,,,MS-63,,$57.00,,Available,2410,
14379,US,1940,50›,Walking Liberty,,,,MS-62,,$50.00,,Available,2410,
14380,US,1901,1›,Indian,,,,Unc,,$36.00,,Available,2410,
14381,US,1875,1›,Indian,,,,XF,,$110.00,,Available,2410,
14382,US,1857,1›,Flying Eagle,,,,VG,,$33.00,,Available,2410,
11555,US,1913-S,1›,Lincoln,,,,AU,,$94.00,,Available,1803,
14383,US,1955 Bugs Bunny,50›,Franklin,,,,MS-63,,$20.00,,Available,2410,
14384,US,1939,10›,Mercury,,,,MS-65,,$21.00,,Available,2410,
14385,US,1876-CC,10›,Seated Liberty,,,,Good,,$33.00,,Available,2410,
14387,US,1850,1›,Braided Hair,,,,Good,,$13.00,,Available,2410,
14388,US,1858-O,50›,Seated Liberty,,,,VF,,$99.00,,Available,2410,
14389,US,1913-D,1›,Lincoln,,,,VG,,$3.00,,Available,2410,
14391,US,1903,1›,Indian,,,,AU,,$26.00,,Available,2410,
14392,US,1880,1›,Indian,,,,AU,,$39.00,,Available,2410,
14393,US,1907,1›,Indian,,,,AU,,$19.00,,Available,2410,
14394,US,1929-S,5›,Buffalo,,,,AU,,$22.00,,Available,2410,
14395,US,1931-S,5›,Buffalo,,,,AU,,$28.00,,Available,2410,
14397,US,1916-S,5›,Buffalo,,,,Fine,,$19.00,,Available,2410,
14398,US,1913-S Type I,5›,Buffalo,,,,XF,,$66.00,,Available,2410,
14399,US,1915-S,5›,Buffalo,,,,Good,,$33.00,,Available,2410,
14400,US,1917-D,5›,Buffalo,,,,Good,,$16.00,,Available,2410,
14401,US,1925-S,5›,Buffalo,,,,Fine,,$16.00,,Available,2410,
14402,US,1926-S,5›,Buffalo,,,,VG,,$66.00,,Available,2410,
14403,US,1913-S Type I,5›,Buffalo,,,,Good,,$37.00,,Available,2410,
14404,US,1917-S,5›,Buffalo,,,,Good,,$20.00,,Available,2410,
14405,US,1924-S,5›,Buffalo,,,,Fine+,,$16.00,,Available,2410,
14406,US,1921-S,5›,Buffalo,,,,Good,,$49.00,,Available,2410,
14407,US,1917-D,5›,Buffalo,,,,Good,,$16.00,,Available,2410,
14408,US,1938-D,5›,Buffalo,,,,MS-64,,$24.00,,Available,2410,
14409,US,1935-S,5›,Buffalo,,,,Unc,,$40.00,,Available,2410,
